method,x,xq,approx,reference,signed_error,abs_error,rel_error,terms,muls,divs,shifts,adds,saturations,max_abs_intermediate_q,max_abs_intermediate_real,reduction_steps
direct_t12_rne,-8.49,-142438564,5.457508564,-0.99979448674,6.45730305074,6.45730305074,6.45863038492,12,11,11,0,11,7,6077378733,362.240000546,0
direct_t16_rne,-8.49,-142438564,3.06902265549,-0.99979448674,4.06881714223,4.06881714223,4.06965350999,16,15,15,0,15,7,6077378733,362.240000546,0
direct_t20_rne,-8.49,-142438564,2.81458175182,-0.99979448674,3.81437623856,3.81437623856,3.8151603046,20,19,19,0,19,7,6077378733,362.240000546,0
adaptive_rne,-8.49,-142438564,2.80439531803,-0.99979448674,3.80418980477,3.80418980477,3.80497177693,32,31,31,0,31,7,6077378733,362.240000546,0
divfirst_t12_rne,-8.49,-142438564,12.1807454228,-0.99979448674,13.1805399096,13.1805399096,13.1832492421,12,11,11,0,11,5,3646427233,217.343999922,0
rr_ln2_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,6,7,6,1,7,0,16773768,0.999794483185,1
rr_ln2_adaptive,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,6,6,5,1,7,0,16773768,0.999794483185,1
halving_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,6,11,6,10,10,0,71219282,4.24500000477,5
halving_adaptive,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,6,11,6,10,10,0,71219282,4.24500000477,5
fine_ln2_2_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,6,7,6,1,7,0,16773768,0.999794483185,1
fine_ln2_4_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,2,3,2,1,3,0,28245529,1.68356472254,1
fine_ln2_8_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,2,3,2,1,3,0,28245529,1.68356472254,1
fine_ln2_16_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,2,3,2,1,3,0,28245363,1.68355482817,1
fine_ln2_32_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,2,3,2,1,3,0,28245694,1.6835745573,1
fine_ln2_64_t12,-8.49,-142438564,-0.999794483185,-0.99979448674,3.55507001615e-09,3.55507001615e-09,3.55580078036e-09,2,3,2,1,3,0,28245033,1.68353515863,1
direct_t12_trunc,-8.48,-142270792,5.36710613966,-0.999792421297,6.36689856096,6.36689856096,6.3682204679,12,11,11,0,11,7,6070220453,361.813333809,0
direct_t12_rne,-8.48,-142270792,5.36710625887,-0.999792421297,6.36689868017,6.36689868017,6.36822058713,12,11,11,0,11,7,6070220461,361.813334286,0
direct_t16_rne,-8.48,-142270792,2.98750066757,-0.999792421297,3.98729308887,3.98729308887,3.98812093784,16,15,15,0,15,7,6070220461,361.813334286,0
direct_t20_rne,-8.48,-142270792,2.73530191183,-0.999792421297,3.73509433313,3.73509433313,3.73586982014,20,19,19,0,19,7,6070220461,361.813334286,0
adaptive_rne,-8.48,-142270792,2.72525525093,-0.999792421297,3.72504767223,3.72504767223,3.72582107333,32,31,31,0,31,7,6070220461,361.813334286,0
divfirst_t12_rne,-8.48,-142270792,12.3827216625,-0.999792421297,13.3825140838,13.3825140838,13.3852925855,12,11,11,0,11,5,3642132270,217.088000178,0
rr_ln2_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,6,7,6,1,7,0,16773733,0.999792397022,1
rr_ln2_adaptive,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,6,6,5,1,7,0,16773733,0.999792397022,1
halving_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,6,11,6,10,10,0,71135396,4.24000000954,5
halving_adaptive,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,6,11,6,10,10,0,71135396,4.24000000954,5
fine_ln2_2_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,6,7,6,1,7,0,16773733,0.999792397022,1
fine_ln2_4_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,3,4,3,1,4,0,28529401,1.70048481226,1
fine_ln2_8_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,3,4,3,1,4,0,28529401,1.70048481226,1
fine_ln2_16_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,3,4,3,1,4,0,28529234,1.70047485828,1
fine_ln2_32_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,3,4,3,1,4,0,28529567,1.70049470663,1
fine_ln2_64_t12,-8.48,-142270792,-0.999792397022,-0.999792421297,2.42750349821e-08,2.42750349821e-08,2.42800750086e-08,2,3,2,1,3,0,28528902,1.70045506954,1
direct_t12_trunc,-8.47,-142103020,5.27683281898,-0.999790335097,6.27662315408,6.27662315408,6.27793941764,12,11,11,0,11,7,6063062181,361.38666755,0
direct_t12_rne,-8.47,-142103020,5.27683287859,-0.999790335097,6.27662321369,6.27662321369,6.27793947726,12,11,11,0,11,7,6063062189,361.386668026,0
direct_t16_rne,-8.47,-142103020,2.90609252453,-0.999790335097,3.90588285963,3.90588285963,3.90670195791,16,15,15,0,15,7,6063062189,361.386668026,0
direct_t20_rne,-8.47,-142103020,2.6561191082,-0.999790335097,3.6559094433,3.6559094433,3.65667611994,20,19,19,0,19,7,6063062189,361.386668026,0
adaptive_rne,-8.47,-142103020,2.64621037245,-0.999790335097,3.64600070754,3.64600070754,3.64676530624,32,31,31,0,31,7,6063062189,361.386668026,0
divfirst_t12_rne,-8.47,-142103020,12.5845066309,-0.999790335097,13.584296966,13.584296966,13.5871457136,12,11,11,0,11,5,3637837307,216.832000434,0
rr_ln2_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,5,6,5,1,6,0,16773698,0.99979031086,1
rr_ln2_adaptive,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,5,6,5,1,6,0,16773698,0.99979031086,1
halving_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,6,11,6,10,10,0,71051510,4.23500001431,5
halving_adaptive,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,6,11,6,10,10,0,71051510,4.23500001431,5
fine_ln2_2_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,5,6,5,1,6,0,16773698,0.99979031086,1
fine_ln2_4_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,3,4,3,1,4,0,28816125,1.71757489443,1
fine_ln2_8_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,3,4,3,1,4,0,28816125,1.71757489443,1
fine_ln2_16_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,3,4,3,1,4,0,28815957,1.71756488085,1
fine_ln2_32_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,2,3,2,1,3,0,28816292,1.7175848484,1
fine_ln2_64_t12,-8.47,-142103020,-0.99979031086,-0.999790335097,2.42369566639e-08,2.42369566639e-08,2.42420393687e-08,2,3,2,1,3,0,28815622,1.71754491329,1
direct_t12_trunc,-8.46,-141935247,5.18668782711,-0.999788227929,6.18647605504,6.18647605504,6.18778645539,12,11,11,0,11,7,6055903866,360.959998727,0
direct_t12_rne,-8.46,-141935247,5.18668794632,-0.999788227929,6.18647617425,6.18647617425,6.18778657462,12,11,11,0,11,7,6055903875,360.959999263,0
direct_t16_rne,-8.46,-141935247,2.82479774952,-0.999788227929,3.82458597745,3.82458597745,3.8253960895,16,15,15,0,15,7,6055903875,360.959999263,0
direct_t20_rne,-8.46,-141935247,2.5770329237,-0.999788227929,3.57682115163,3.57682115163,3.57757878289,20,19,19,0,19,7,6055903875,360.959999263,0
adaptive_rne,-8.46,-141935247,2.56726044416,-0.999788227929,3.56704867209,3.56704867209,3.56780423338,32,31,31,0,31,7,6055903875,360.959999263,0
divfirst_t12_rne,-8.46,-141935247,12.7861004472,-0.999788227929,13.7858886751,13.7858886751,13.7888087597,12,11,11,0,11,5,3633542318,216.575999141,0
rr_ln2_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,5,6,5,1,6,0,16773663,0.999788224697,1
rr_ln2_adaptive,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,5,6,5,1,6,0,16773663,0.999788224697,1
halving_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,6,11,6,10,10,0,70967624,4.23000001907,5
halving_adaptive,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,6,11,6,10,10,0,70967624,4.23000001907,5
fine_ln2_2_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,5,6,5,1,6,0,16773663,0.999788224697,1
fine_ln2_4_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,4,5,4,1,5,0,29105734,1.734836936,1
fine_ln2_8_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,4,5,4,1,5,0,29105734,1.734836936,1
fine_ln2_16_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,3,4,3,1,4,0,29105565,1.73482686281,1
fine_ln2_32_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,3,4,3,1,4,0,29105902,1.73484694958,1
fine_ln2_64_t12,-8.46,-141935247,-0.999788224697,-0.999788227929,3.23221338583e-09,3.23221338583e-09,3.23289802334e-09,2,3,2,1,3,0,29105225,1.73480659723,1
direct_t12_trunc,-8.45,-141767475,5.09667223692,-0.999786099585,6.0964583365,6.0964583365,6.09776265047,12,11,11,0,11,7,6048745594,360.533332467,0
direct_t12_rne,-8.45,-141767475,5.09667223692,-0.999786099585,6.0964583365,6.0964583365,6.09776265047,12,11,11,0,11,7,6048745603,360.533333004,0
direct_t16_rne,-8.45,-141767475,2.74361687899,-0.999786099585,3.74340297857,3.74340297857,3.74420386533,16,15,15,0,15,7,6048745603,360.533333004,0
direct_t20_rne,-8.45,-141767475,2.49804401398,-0.999786099585,3.49783011356,3.49783011356,3.49857846095,20,19,19,0,19,7,6048745603,360.533333004,0
adaptive_rne,-8.45,-141767475,2.48840600252,-0.999786099585,3.48819210211,3.48819210211,3.48893838748,32,31,31,0,31,7,6048745603,360.533333004,0
divfirst_t12_rne,-8.45,-141767475,12.9875001907,-0.999786099585,13.9872862903,13.9872862903,13.9902788168,12,11,11,0,11,5,3629247355,216.319999397,0
rr_ln2_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,5,6,5,1,6,0,16773627,0.99978607893,1
rr_ln2_adaptive,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,5,6,5,1,6,0,16773627,0.99978607893,1
halving_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,6,11,6,10,10,0,70883738,4.22500002384,5
halving_adaptive,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,6,11,6,10,10,0,70883738,4.22500002384,5
fine_ln2_2_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,5,6,5,1,6,0,16773627,0.99978607893,1
fine_ln2_4_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,4,5,4,1,5,0,29398250,1.75227224827,1
fine_ln2_8_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,4,5,4,1,5,0,29398250,1.75227224827,1
fine_ln2_16_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,2,3,2,1,3,0,29398081,1.75226217508,1
fine_ln2_32_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,2,3,2,1,3,0,29398421,1.75228244066,1
fine_ln2_64_t12,-8.45,-141767475,-0.99978607893,-0.999786099585,2.06547312587e-08,2.06547312587e-08,2.06591502595e-08,2,3,2,1,3,0,29397738,1.75224173069,1
direct_t12_trunc,-8.44,-141599703,5.00678533316,-0.99978394985,6.00656928301,6.00656928301,6.00786728364,12,11,11,0,11,7,6041587322,360.106666207,0
direct_t12_rne,-8.44,-141599703,5.00678545237,-0.99978394985,6.00656940222,6.00656940222,6.00786740287,12,11,11,0,11,7,6041587331,360.106666744,0
direct_t16_rne,-8.44,-141599703,2.6625495553,-0.99978394985,3.66233350515,3.66233350515,3.66312492384,16,15,15,0,15,7,6041587331,360.106666744,0
direct_t20_rne,-8.44,-141599703,2.41915208101,-0.99978394985,3.41893603086,3.41893603086,3.41967485213,20,19,19,0,19,7,6041587331,360.106666744,0
adaptive_rne,-8.44,-141599703,2.40964686871,-0.99978394985,3.40943081856,3.40943081856,3.41016758577,32,31,31,0,31,7,6041587331,360.106666744,0
divfirst_t12_rne,-8.44,-141599703,13.1887080073,-0.99978394985,14.1884919572,14.1884919572,14.1915580454,12,11,11,0,11,5,3624952392,216.063999653,0
rr_ln2_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,5,6,5,1,6,0,16773591,0.999783933163,1
rr_ln2_adaptive,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,5,6,5,1,6,0,16773591,0.999783933163,1
halving_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,6,11,6,10,10,0,70799852,4.22000002861,5
halving_adaptive,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,6,11,6,10,10,0,70799852,4.22000002861,5
fine_ln2_2_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,5,6,5,1,6,0,16773591,0.999783933163,1
fine_ln2_4_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,4,5,4,1,5,0,29693708,1.7698829174,1
fine_ln2_8_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,4,5,4,1,5,0,29693708,1.7698829174,1
fine_ln2_16_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,3,4,3,1,4,0,29693535,1.7698726058,1
fine_ln2_32_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,3,4,3,1,4,0,29693879,1.7698931098,1
fine_ln2_64_t12,-8.44,-141599703,-0.999783933163,-0.99978394985,1.66870293139e-08,1.66870293139e-08,1.66906353282e-08,2,3,2,1,3,0,29693191,1.7698521018,1
direct_t12_trunc,-8.43,-141431931,4.91702717543,-0.99978177851,5.91680895394,5.91680895394,5.91810041063,12,11,11,0,11,7,6034429050,359.679999948,0
direct_t12_rne,-8.43,-141431931,4.91702729464,-0.99978177851,5.91680907315,5.91680907315,5.91810052986,12,11,11,0,11,7,6034429059,359.680000484,0
direct_t16_rne,-8.43,-141431931,2.58159554005,-0.99978177851,3.58137731856,3.58137731856,3.58215902264,16,15,15,0,15,7,6034429059,359.680000484,0
direct_t20_rne,-8.43,-141431931,2.3403570652,-0.99978177851,3.34013884371,3.34013884371,3.34086789288,20,19,19,0,19,7,6034429059,359.680000484,0
adaptive_rne,-8.43,-141431931,2.33098310232,-0.99978177851,3.33076488083,3.33076488083,3.33149188396,32,31,31,0,31,7,6034429059,359.680000484,0
divfirst_t12_rne,-8.43,-141431931,13.3897222877,-0.99978177851,14.3895040662,14.3895040662,14.3926448506,12,11,11,0,11,5,3620657429,215.807999909,0
rr_ln2_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,5,6,5,1,6,0,16773555,0.999781787395,1
rr_ln2_adaptive,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,5,6,5,1,6,0,16773555,0.999781787395,1
halving_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,6,11,6,10,10,0,70715966,4.21500003338,5
halving_adaptive,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,6,11,6,10,10,0,70715966,4.21500003338,5
fine_ln2_2_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,5,6,5,1,6,0,16773555,0.999781787395,1
fine_ln2_4_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,4,5,4,1,5,0,29992135,1.78767055273,1
fine_ln2_8_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,3,4,3,1,4,0,29992134,1.78767049313,1
fine_ln2_16_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,3,4,3,1,4,0,29991961,1.78766018152,1
fine_ln2_32_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,2,3,2,1,3,0,29992308,1.78768086433,1
fine_ln2_64_t12,-8.43,-141431931,-0.999781787395,-0.99978177851,-8.88586770831e-09,8.88586770831e-09,8.88780721885e-09,2,3,2,1,3,0,29991613,1.78763943911,1
direct_t12_trunc,-8.42,-141264159,4.82739764452,-0.999779585347,5.82717722987,5.82717722987,5.82846190828,12,11,11,0,11,7,6027270778,359.253333688,0
direct_t12_rne,-8.42,-141264159,4.82739776373,-0.999779585347,5.82717734908,5.82717734908,5.82846202751,12,11,11,0,11,7,6027270787,359.253334224,0
direct_t16_rne,-8.42,-141264159,2.50075477362,-0.999779585347,3.50053435896,3.50053435896,3.50130609813,16,15,15,0,15,7,6027270787,359.253334224,0
direct_t20_rne,-8.42,-141264159,2.26165902615,-0.999779585347,3.26143861149,3.26143861149,3.26215763884,20,19,19,0,19,7,6027270787,359.253334224,0
adaptive_rne,-8.42,-141264159,2.25241446495,-0.999779585347,3.2521940503,3.2521940503,3.25291103956,32,31,31,0,31,7,6027270787,359.253334224,0
divfirst_t12_rne,-8.42,-141264159,13.5905427337,-0.999779585347,14.590322319,14.590322319,14.5935389488,12,11,11,0,11,5,3616362465,215.552000105,0
rr_ln2_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,5,6,5,1,6,0,16773518,0.999779582024,1
rr_ln2_adaptive,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,5,6,5,1,6,0,16773518,0.999779582024,1
halving_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,6,11,6,10,10,0,70632080,4.21000003815,5
halving_adaptive,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,6,11,6,10,10,0,70632080,4.21000003815,5
fine_ln2_2_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,5,6,5,1,6,0,16773518,0.999779582024,1
fine_ln2_4_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,4,5,4,1,5,0,30293560,1.80563688278,1
fine_ln2_8_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,3,4,3,1,4,0,30293559,1.80563682318,1
fine_ln2_16_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,3,4,3,1,4,0,30293385,1.80562645197,1
fine_ln2_32_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,3,4,3,1,4,0,30293736,1.8056473732,1
fine_ln2_64_t12,-8.42,-141264159,-0.999779582024,-0.999779585347,3.32354921362e-09,3.32354921362e-09,3.32428193407e-09,2,3,2,1,3,0,30293035,1.80560559034,1
direct_t12_trunc,-8.41,-141096387,4.73789674044,-0.999777370143,5.73767411058,5.73767411058,5.73895177259,12,11,11,0,11,7,6020112506,358.826667428,0
direct_t12_rne,-8.41,-141096387,4.73789680004,-0.999777370143,5.73767417018,5.73767417018,5.73895183221,12,11,11,0,11,7,6020112515,358.826667964,0
direct_t16_rne,-8.41,-141096387,2.42002695799,-0.999777370143,3.41980432813,3.41980432813,3.42056584822,16,15,15,0,15,7,6020112515,358.826667964,0
direct_t20_rne,-8.41,-141096387,2.18305766582,-0.999777370143,3.18283503597,3.18283503597,3.18354378787,20,19,19,0,19,7,6020112515,358.826667964,0
adaptive_rne,-8.41,-141096387,2.1739410162,-0.999777370143,3.17371838634,3.17371838634,3.17442510815,32,31,31,0,31,7,6020112515,358.826667964,0
divfirst_t12_rne,-8.41,-141096387,13.791169405,-0.999777370143,14.7909467751,14.7909467751,14.7942404148,12,11,11,0,11,5,3612067502,215.296000361,0
rr_ln2_t12,-8.41,-141096387,-0.999777376652,-0.999777370143,-6.50868281493e-09,6.50868281493e-09,6.51013216472e-09,5,6,5,1,6,0,16773481,0.999777376652,1
rr_ln2_adaptive,-8.41,-141096387,-0.999777376652,-0.999777370143,-6.50868281493e-09,6.50868281493e-09,6.51013216472e-09,5,5,4,1,6,0,16773481,0.999777376652,1
halving_t12,-8.41,-141096387,-0.999777376652,-0.999777370143,-6.50868281493e-09,6.50868281493e-09,6.51013216472e-09,6,11,6,10,10,0,70548194,4.20500004292,5
halving_adaptive,-8.41,-141096387,-0.999777376652,-0.999777370143,-6.50868281493e-09,6.50868281493e-09,6.51013216472e-09,6,11,6,10,10,0,70548194,4.20500004292,5
fine_ln2_2_t12,-8.41,-141096387,-0.999777376652,-0.999777370143,-6.50868281493e-09,6.50868281493e-09,6.51013216472e-09,5,6,5,1,6,0,16773481,0.999777376652,1
fine_ln2_4_t12,-8.41,-141096387,-0.999777376652,-0.999777370143,-6.50868281493e-09,6.50868281493e-09,6.51013216472e-09,4,5,4,1,5,0,30598014,1.8237837553,1
